Name,Year,Genre,Publisher,Studio,Critic_Score,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Platform
Mario & Sonic at the Sochi 2014 Olympic Winter Games,2013,Sports,Nintendo,Sega Sports R&D,5.9,0.37,0.23,0.14,0.06,0.8,WiiU
Mario + Rabbids: Kingdom Battle,2017,Strategy,Ubisoft,Ubisoft Milan,8.3,1.1,1.08,0.22,0.2,2.59,NS
Mario Golf,1999,Sports,Nintendo,Camelot Software Planning,9.0,0.62,0.18,0.65,0.02,1.47,N64
Mario Golf: Toadstool Tour,2003,Sports,Nintendo,Camelot Software Planning,8.1,1.09,0.15,0.25,0.04,1.53,GC
Mario Golf: World Tour,2014,Sports,Nintendo,Camelot Software Planning,8.1,0.14,0.15,0.18,0.03,0.49,3DS
Mario Hoops 3 on 3,2006,Sports,Nintendo,Square Enix,7.1,0.98,0.04,0.49,0.09,1.61,DS
Mario Kart 64,1997,Racing,Nintendo,Nintendo EAD,8.5,5.55,1.94,2.23,0.15,9.87,N64
Mario Kart 7,2011,Racing,Nintendo,Nintendo EAD / Retro Studios,8.2,6.03,5.35,3.0,1.11,15.49,3DS
Mario Kart 8,2014,Racing,Nintendo,Nintendo,8.8,3.22,2.55,1.39,0.54,7.69,WiiU
Mario Kart 8 Deluxe,2017,Racing,Nintendo,Nintendo EPD,9.3,5.05,4.98,2.11,0.91,13.05,NS
Mario Kart DS,2005,Racing,Nintendo,Nintendo EAD,9.1,9.71,7.51,4.13,1.91,23.26,DS
Mario Kart Wii,2008,Racing,Nintendo,Nintendo EAD,8.2,15.91,12.92,3.8,3.35,35.98,Wii
Mario Kart: Double Dash!!,2003,Racing,Nintendo,Nintendo EAD,8.5,4.12,1.77,0.87,0.19,6.95,GC
Mario Kart: Super Circuit,2001,Racing,Nintendo,Intelligent Systems,9.3,2.62,1.64,0.99,0.23,5.47,GBA
Mario Party,1999,Misc,Nintendo,Hudson Soft,7.6,1.25,0.53,0.87,0.05,2.7,N64
Mario Party 10,2015,Misc,Nintendo,"Nd Cube Co., Ltd.",6.3,0.82,0.75,0.29,0.14,2.0,WiiU
Mario Party 3,2001,Misc,Nintendo,Hudson Soft,7.0,0.72,0.16,1.01,0.02,1.91,N64
Mario Party 4,2002,Misc,Nintendo,Hudson Soft,7.0,1.13,0.36,0.92,0.07,2.47,GC
Mario Party 5,2003,Misc,Nintendo,Hudson Soft,5.9,0.97,0.33,0.73,0.06,2.08,GC
Mario Party 6,2004,Misc,Nintendo,Hudson Soft,7.2,0.9,0.11,0.6,0.05,1.65,GC
Mario Party 7,2005,Misc,Nintendo,Hudson Soft,6.0,0.95,0.11,0.46,0.04,1.57,GC
Mario Party 8,2007,Misc,Nintendo,Hudson Soft,6.5,3.74,2.27,1.58,0.7,8.3,Wii
Mario Party 9,2012,Party,Nintendo,"Nd Cube Co., Ltd.",6.5,1.06,1.15,0.77,0.22,3.2,Wii
Mario Party DS,2007,Misc,Nintendo,Hudson Soft,7.1,4.4,1.86,1.98,0.69,8.93,DS
Mario Party: Island Tour,2013,Party,Nintendo,"Nd Cube Co., Ltd.",5.5,0.66,1.04,0.56,0.14,2.4,3DS
Mario Party: Star Rush,2016,Party,Nintendo,"Nd Cube Co., Ltd.",6.2,0.25,0.37,0.2,0.05,0.87,3DS
Mario Party: The Top 100,2017,Party,Nintendo,"Nd Cube Co., Ltd.",5.0,0.23,0.17,0.24,0.04,0.69,3DS
Mario Power Tennis,2004,Sports,Nintendo,Camelot Software Planning,8.1,0.58,0.16,0.46,0.03,1.22,GC
Mario Sports Mix,2011,Sports,Nintendo,Square Enix,6.0,0.88,0.45,0.63,0.12,2.08,Wii
Mario Sports Superstars,2017,Sports,Nintendo,Namco Bandai Games,6.0,0.18,0.12,0.13,0.03,0.46,3DS
Mario Strikers Charged,2007,Sports,Nintendo,Next Level Games,7.7,1.05,1.05,0.24,0.24,2.59,Wii
Mario Super Sluggers,2008,Sports,Nintendo,Bandai Namco Games / NOW Production,6.7,1.48,0.0,0.29,0.13,1.89,Wii
Mario Superstar Baseball,2005,Sports,Nintendo,Namco / NOW Production,7.2,0.93,0.24,0.25,0.04,1.46,GC
Mario Tennis,2000,Sports,Nintendo,Camelot Software Planning,8.8,0.78,0.4,1.06,0.07,2.32,N64
Mario Tennis Aces,2018,Sports,Nintendo,Camelot Software Planning,7.8,0.71,0.62,0.42,0.12,1.87,NS
Mario Tennis Open,2012,Sports,Nintendo,Camelot Software Planning,6.6,0.26,0.33,0.36,0.05,1.0,3DS
Mario Tennis Ultra Smash,2015,Sports,Nintendo,Camelot Software Planning,6.1,0.16,0.2,0.15,0.03,0.54,WiiU
Mario vs. Donkey Kong 2: March of the Minis,2006,Puzzle,Nintendo,Nintendo Software Technology Corporation,7.7,0.73,0.03,0.36,0.07,1.19,DS
Mario vs. Donkey Kong: Mini-Land Mayhem!,2010,Puzzle,Nintendo,Nintendo Software Technology Corporation,7.8,1.63,0.51,0.35,0.18,2.68,DS
Mario vs. Donkey Kong: Tipping Stars,2015,Puzzle,Nintendo,Nintendo Software Technology Corporation,6.4,0.0,0.0,0.1,0.0,0.1,3DS
Marvel Nemesis: Rise of the Imperfects,2005,Fighting,Electronic Arts,Nihilistic Software,6.0,0.59,0.08,0.0,0.03,0.7,GC
Marvel Super Hero Squad: The Infinity Gauntlet,2011,Action,THQ,THQ,4.8,0.07,0.03,0.0,0.01,0.1,3DS
Marvel vs. Capcom 2,2000,Fighting,Capcom,Capcom,8.2,0.31,0.24,0.27,0.08,0.9,DC
Marvel vs. Capcom 3: Fate of Two Worlds,2011,Fighting,Capcom,Capcom,8.2,1.6,0.46,0.14,0.22999999999999998,2.43,PS3
Marvel vs. Capcom: Clash of Super Heroes,1999,Fighting,Capcom,Capcom,8.5,0.0,0.0,0.1,0.0,0.1,DC
Marvel's Spider-Man,2018,Action-Adventure,Sony Interactive Entertainment,Insomniac Games,9.1,3.64,3.39,0.32,1.41,8.76,PS4
Marvel: Ultimate Alliance,2006,Role-Playing,Activision,Raven Software,6.9,4.01,0.08,0.0,0.39,4.4799999999999995,Multi_Plateforme
Marvel: Ultimate Alliance 2,2009,Role-Playing,Activision,Vicarious Visions,5.6,1.42,0.36,0.0,0.2,1.96,Multi_Plateforme
Mass Effect,2007,Role-Playing,Electronic Arts,BioWare / Demiurge Studios,9.1,1.83,1.38,0.03,0.34,3.58,PC
Mass Effect 2,2010,Role-Playing,Electronic Arts,BioWare Edmonton,9.3,2.78,1.59,0.06,0.5,4.95,Multi_Plateforme
Mass Effect 3,2012,Role-Playing,Electronic Arts,BioWare,9.2,0.14,0.12,0.0,0.02,0.28,WiiU
Master of the Monster Lair,2008,Role-Playing,Atlus,Global A Entertainment,6.9,0.1,0.0,0.0,0.01,0.11,DS
Mat Hoffman's Pro BMX 2,2002,Sports,Activision,Rainbow Studios,8.1,0.23,0.18,0.0,0.06,0.46,PS2
Max Payne,2001,Shooter,Rockstar Games,Remedy Entertainment,7.8,2.9899999999999998,1.27,0.05,0.27,4.58,Multi_Plateforme
Max Payne 2: The Fall of Max Payne,2003,Shooter,Rockstar Games,Remedy Entertainment,6.8,1.12,0.68,0.0,0.19,2.0100000000000002,Multi_Plateforme
Max Payne 3,2012,Shooter,Rockstar Games,Rockstar Vancouver,9.0,0.16,0.22,0.0,0.05,0.43,PC
Maximo: Ghosts to Glory,2002,Platform,Capcom,Capcom,8.7,0.38,0.29,0.0,0.1,0.77,PS2
Me & My Katamari,2006,Puzzle,Namco,Namco,7.2,0.13,0.01,0.08,0.0,0.23,PSP
Mech Platoon,2002,Strategy,Kemco,Will,7.6,0.0,0.0,0.0,0.0,0.0,GBA
Medabots: Infinity,2003,Role-Playing,Natsume,"Imagineer Co., Ltd.",5.4,0.04,0.01,0.0,0.0,0.05,GC
Medal of Honor,2010,Shooter,Electronic Arts,EA Los Angeles,7.0,4.3,2.93,0.11000000000000001,0.79,8.129999999999999,Multi_Plateforme
Medal of Honor European Assault,2005,Shooter,Electronic Arts,EA Los Angeles,7.9,0.19,0.05,0.0,0.01,0.25,GC
Medal of Honor Heroes,2006,Shooter,Electronic Arts,Team Fusion,6.7,0.86,1.11,0.01,0.67,2.66,PSP
Medal of Honor Heroes 2,2007,Shooter,Electronic Arts,Team Fusion,6.6,0.5,0.39,0.02,0.25,1.16,PSP
Medal of Honor: Allied Assault,2002,Shooter,Electronic Arts,"2015, Inc.",9.3,0.0,0.0,0.0,0.0,0.0,PC
Medal of Honor: Frontline,2002,Shooter,Electronic Arts,EA Los Angeles,8.0,3.39,2.87,0.17,1.01,7.42,GC
Medal of Honor: Rising Sun,2003,Shooter,Electronic Arts,EA Los Angeles,5.9,2.31,2.32,0.13,0.81,5.55,GC
MediEvil: Resurrection,2005,Adventure,Sony Computer Entertainment,SCEE,6.5,0.19,0.42,0.0,0.22,0.82,PSP
Medieval II: Total War,2006,Strategy,Sega,The Creative Assembly,8.8,0.0,0.1,0.0,0.01,0.11,PC
Medieval Moves: Deadmund's Quest,2011,Action,Sony Computer Entertainment,Zindagi Games,7.0,0.13,0.11,0.0,0.05,0.28,PS3
Medieval: Total War,2002,Strategy,Activision,The Creative Assembly,9.0,0.0,0.0,0.0,0.0,0.0,PC
Mega Man 11,2018,Platform,Capcom,Capcom,8.0,0.29,0.0,0.03,0.03,0.36,NS
Mega Man Anniversary Collection,2004,Platform,Capcom,Atomic Planet Entertainment,7.5,0.32,0.08,0.0,0.01,0.42,GC
Mega Man Legacy Collection 1+2,2018,Platform,Capcom,Digital Eclipse Software,8.5,0.2,0.0,0.03,0.02,0.25,NS
Mega Man Maverick Hunter X,2006,Platform,Capcom,Capcom,7.9,0.27,0.01,0.0,0.03,0.31,PSP
Mega Man Powered Up,2006,Platform,Capcom,Capcom,8.7,0.12,0.01,0.0,0.02,0.14,PSP
Mega Man Star Force 3: Black Ace / Red Joker,2009,Role-Playing,Capcom,Capcom,5.7,0.22,0.0,0.22,0.02,0.46,DS
Mega Man X Collection,2006,Misc,Capcom,Capcom,7.5,0.22,0.12,0.0,0.03,0.37,GC
Mega Man X: Command Mission,2004,Role-Playing,Capcom,Capcom,7.2,0.1,0.02,0.0,0.0,0.12,GC
Mega Man ZX,2006,Platform,Capcom,Inti Creates,8.1,0.16,0.0,0.1,0.02,0.28,DS
Mega Man ZX Advent,2007,Platform,Capcom,Inti Creates,7.6,0.22,0.0,0.09,0.02,0.33,DS
Mega Man Zero Collection,2010,Platform,Capcom,Inti Creates,7.5,0.17,0.01,0.11,0.02,0.31,DS
Men of War,2009,Strategy,Aspyr,Best Way,9.0,0.01,0.02,0.0,0.0,0.03,PC
Men of War: Assault Squad,2011,Strategy,1C Company,Digitalmindsoft,8.0,0.01,0.04,0.0,0.01,0.06,PC
Men of War: Vietnam,2011,Strategy,1C Company,1C Company,7.2,0.0,0.03,0.0,0.01,0.04,PC
Mercenaries 2: World in Flames,2008,Shooter,Electronic Arts,Pandemic Studios,6.0,0.94,0.7,0.030000000000000002,0.26,1.9300000000000002,Multi_Plateforme
Mercury Meltdown Revolution,2007,Action,Ignition Entertainment,Unknown,8.0,0.16,0.0,0.0,0.01,0.17,Wii
Metal Gear Ac!d,2005,Strategy,Konami,Konami,7.4,0.32,0.26,0.12,0.17,0.87,PSP
Metal Gear Ac!d 2,2006,Strategy,Konami,Kojima Productions,8.3,0.11,0.01,0.05,0.01,0.18,PSP
Metal Gear Online,2008,Action,Konami Digital Entertainment,Kojima Productions,8.1,0.0,0.0,0.0,0.0,0.0,PS3
Metal Gear Rising: Revengeance,2013,Action,Konami Digital Entertainment,PlatinumGames,9.0,0.47,0.41,0.44,0.18,1.5,PS3
Metal Gear Solid,1998,Action,Konami,Digital Dialect,8.5,3.18,1.83,0.78,0.24,6.03,PC
Metal Gear Solid 2: Sons of Liberty,2001,Action,Konami,Konami Computer Entertainment Japan,9.5,2.45,2.01,0.87,0.72,6.05,PS2
Metal Gear Solid 2: Substance,2003,Action,Konami,Konami Computer Entertainment Japan,7.8,0.56,0.36,0.16,0.08,1.1400000000000001,Multi_Plateforme
Metal Gear Solid 3: Snake Eater,2004,Action,Konami,KCEJ / Kojima Productions,9.0,1.46,0.0,0.83,1.93,4.23,PS2
Metal Gear Solid 3: Subsistence,2006,Action,Konami,Kojima Productions,9.4,0.34,0.01,0.15,0.06,0.55,PS2
Metal Gear Solid 4: Guns of the Patriots,2008,Action,Konami,Kojima Productions,9.3,2.63,1.72,0.83,0.81,6.0,PS3
Metal Gear Solid HD Collection,2011,Action,Konami,Bluepoint Games,9.1,0.5700000000000001,0.23,0.0,0.1,0.9,PS3
Metal Gear Solid Integral,1999,Adventure,Konami,Konami,9.0,0.0,0.0,0.1,0.01,0.11,PS
Metal Gear Solid V: Ground Zeroes,2014,Action-Adventure,Konami Digital Entertainment,Kojima Productions,8.5,0.6799999999999999,0.8200000000000001,0.4600000000000001,0.25,2.21,Multi_Plateforme
Metal Gear Solid VR Missions,1999,Adventure,Konami,Konami Computer Entertainment Japan,6.8,0.66,0.45,0.0,0.08,1.18,PS
Metal Gear Solid: Digital Graphic Novel,2006,Misc,Konami,Kojima Productions,7.6,0.02,0.0,0.02,0.0,0.04,PSP
Metal Gear Solid: Peace Walker,2010,Action,Konami,Kojima Productions,8.6,0.46,0.42,0.96,0.25,2.08,PSP
Metal Gear Solid: Portable Ops,2006,Action,Konami,Kojima Productions,8.7,0.38,0.35,0.38,0.09,1.19,PSP
Metal Gear Solid: Portable Ops Plus,2007,Action,Konami,Kojima Productions,6.9,0.26,0.01,0.26,0.17,0.69,PSP
Metal Gear Solid: Snake Eater 3D,2012,Action,Konami,Konami,7.9,0.18,0.12,0.1,0.02,0.42000000000000004,3DS
Metal Gear Solid: The Essential Collection,2008,Adventure,Konami,Konami Computer Entertainment Japan,9.0,0.23,0.18,0.0,0.06,0.46,PS2
Metal Gear Solid: The Twin Snakes,2004,Action,Konami,Silicon Knights,8.1,0.3,0.08,0.07,0.01,0.47,GC
Metal Saga,2006,Role-Playing,Atlus,Createch,6.1,0.01,0.01,0.0,0.0,0.03,PS2
Metal Slug 7,2008,Shooter,Ignition Entertainment,SNK Playmore Corporation,6.9,0.12,0.0,0.01,0.01,0.14,DS
Metal Slug XX,2010,Shooter,Atlus,SNK Playmore Corporation,6.9,0.03,0.0,0.0,0.01,0.04,PSP
Meteos,2005,Puzzle,Nintendo,Q Entertainment,8.8,0.15,0.01,0.06,0.01,0.23,DS
Meteos: Disney Magic,2007,Puzzle,Disney Interactive Studios,Q Entertainment,7.3,0.01,0.02,0.0,0.0,0.04,DS
Metroid Fusion,2002,Adventure,Nintendo,Nintendo R&D1,9.0,1.18,0.27,0.17,0.06,1.68,GBA
Metroid Prime,2002,Shooter,Nintendo,Retro Studios,9.6,1.96,0.67,0.1,0.09,2.82,GC
Metroid Prime 2: Echoes,2004,Shooter,Nintendo,Retro Studios,9.2,0.87,0.35,0.07,0.04,1.33,GC
Metroid Prime 3: Corruption,2007,Shooter,Nintendo,Retro Studios,9.0,0.89,0.74,0.07,0.09,1.79,Wii
Metroid Prime Hunters,2006,Shooter,Nintendo,Nintendo Software Technology Corporation,8.4,0.57,0.04,0.11,0.06,0.76,DS
Metroid Prime Pinball,2005,Misc,Nintendo,Fuse Games Limited,7.6,0.22,0.0,0.02,0.02,0.26,DS
Metroid Prime: Federation Force,2016,Action,Nintendo,Next Level Games,6.3,0.08,0.02,0.03,0.01,0.15,3DS
Metroid Prime: Trilogy,2009,Shooter,Nintendo,Retro Studios,9.0,0.42,0.05,0.0,0.14,0.61,Wii
Metroid: Other M,2010,Action,Nintendo,Nintendo SPD Production Group 1/Team Ninja,7.7,0.85,0.28,0.13,0.1,1.36,Wii
Metroid: Samus Returns,2017,Action-Adventure,Nintendo,Mercury Steam,9.1,0.3,0.15,0.07,0.05,0.56,3DS
Metroid: Zero Mission,2004,Adventure,Nintendo,Nintendo R&D1,8.9,0.6,0.22,0.0,0.01,0.84,GBA
MetropolisMania,2002,Strategy,Natsume,Indi Software,6.8,0.04,0.03,0.0,0.01,0.09,PS2
MetropolisMania 2,2007,Strategy,Natsume,Indi Software,4.3,0.0,0.0,0.0,0.0,0.01,PS2
Miami Law,2009,Adventure,Hudson Entertainment,Gaijinworks,5.5,0.09,0.0,0.0,0.01,0.1,DS
Michael Jackson: The Experience,2010,Misc,Ubisoft,Ubisoft Montpellier,5.6,3.2600000000000002,1.51,0.01,0.46,5.24,Wii
Microsoft Flight Simulator,1996,Simulation,Microsoft,Microsoft,7.0,3.22,1.69,0.0,0.2,5.12,PC
Midnight Club 3: DUB Edition,2005,Racing,Rockstar Games,Rockstar Leeds,7.2,1.65,1.22,0.0,0.79,3.66,PSP
Midnight Club: LA Remix,2008,Racing,Rockstar Games,Rockstar London,7.7,0.52,0.28,0.0,0.19,0.99,PSP
Midnight Club: Los Angeles,2008,Racing,Rockstar Games,Rockstar San Diego,8.0,3.31,0.99,0.060000000000000005,0.55,4.9,PS3
Midway Arcade Treasures,2003,Misc,Midway Games,Digital Eclipse,6.8,0.13,0.03,0.0,0.0,0.17,GC
Midway Arcade Treasures 2,2004,Misc,Midway Games,Backbone Entertainment,7.2,0.13,0.03,0.0,0.0,0.16,GC
Midway Arcade Treasures 3,2005,Misc,Midway Games,Digital Eclipse,6.1,0.05,0.01,0.0,0.0,0.07,GC
Midway Arcade Treasures: Extended Play,2005,Misc,Midway Games,Digital Eclipse,5.6,0.21,0.0,0.0,0.02,0.24,PSP
Might & Magic Heroes VI,2011,Role-Playing,Ubisoft,Black Hole Games,7.4,0.15,0.14,0.0,0.05,0.35,PC
Might & Magic: Clash of Heroes,2009,Role-Playing,Ubisoft,Capybara Games,8.6,0.15,0.02,0.0,0.01,0.18,DS
Miitopia,2017,Role-Playing,Nintendo,Nintendo EPD,6.6,0.3,0.54,0.26,0.07,1.17,3DS
MindJack,2011,Shooter,Square Enix,FeelPlus,4.5,0.14,0.1,0.0,0.04,0.28,PS3
Minecraft,2014,Misc,Mojang,4J Studios,5.5,2.7199999999999998,3.62,0.73,1.0899999999999999,8.17,Multi_Plateforme
Mini Ninjas,2009,Action,Eidos Interactive,IO Interactive,7.4,0.30000000000000004,0.32,0.0,0.1,0.71,PS3
Mirror's Edge,2008,Platform,Electronic Arts,EA Digital Illusions CE,7.6,0.8200000000000001,1.1,0.03,0.32999999999999996,2.29,PS3
Mischief Makers,1997,Platform,Nintendo,"Treasure Co., Ltd.",6.5,0.25,0.06,0.07,0.06,0.43,N64
Mission: Impossible,1998,Action,Ocean,Infogrames,6.6,0.74,0.38,0.02,0.03,1.17,N64
Mission: Impossible - Operation Surma,2004,Action,Atari,Paradigm Entertainment,7.3,0.01,0.0,0.0,0.0,0.02,GC
Mister Mosquito,2002,Shooter,Eidos Interactive,Zoom Inc.,6.6,0.05,0.04,0.17,0.01,0.28,PS2
ModNation Racers,2010,Racing,Sony Computer Entertainment,SCE San Diego Studio,7.7,0.61,0.67,0.08,0.30000000000000004,1.67,PS3
Monopoly Party,2002,Misc,Infogrames,Runecraft,7.3,0.1,0.03,0.0,0.0,0.13,GC
Monster 4x4: Masters of Metal,2003,Racing,Ubisoft,Ubisoft Barcelona / Inland Productions,5.1,0.04,0.01,0.0,0.0,0.05,GC
Monster Boy and the Cursed Kingdom,2018,Action-Adventure,FDG Entertainment,Game Atelier,8.0,0.03,0.0,0.0,0.0,0.04,NS
Monster Hunter 3 Ultimate,2013,Role-Playing,Capcom,Capcom,8.7,0.24,0.2,0.22,0.04,0.71,WiiU
Monster Hunter 3G,2013,Role-Playing,Capcom,Capcom,7.6,0.46,0.32,1.96,0.08,2.82,3DS
Monster Hunter 4 Ultimate,2015,Role-Playing,Capcom,Capcom,8.8,0.72,0.49,2.63,0.12,3.96,3DS
Monster Hunter Freedom,2006,Role-Playing,Capcom,Capcom,7.0,0.24,0.04,1.03,0.04,1.34,PSP
Monster Hunter Freedom 2,2007,Role-Playing,Capcom,Capcom,7.6,0.37,0.27,1.75,0.18,2.58,PSP
Monster Hunter Freedom Unite,2009,Role-Playing,Capcom,Capcom Production Studio 1,7.7,0.47,0.57,4.13,0.34,5.5,PSP
Monster Hunter Generations,2016,Action,Capcom,Capcom,8.8,0.42,0.26,2.82,0.07,3.56,3DS
Monster Hunter Generations Ultimate,2018,Action,Capcom,Capcom,7.7,0.27,0.14,0.27,0.04,0.72,NS
Monster Hunter Stories,2017,Role-Playing,Capcom,Marvelous,8.1,0.14,0.15,0.39,0.03,0.7,3DS
Monster Hunter Tri,2010,Role-Playing,Capcom,Capcom Production Studio 1,8.1,0.65,0.41,1.05,0.11,2.23,Wii
Monster Hunter: World,2018,Action,Capcom,Capcom,9.3,1.7000000000000002,1.23,2.17,0.51,5.6,PS4
Monster Tale,2011,Platform,Majesco,DreamRift,7.7,0.06,0.0,0.0,0.0,0.06,DS
Monster Truck Madness 64,1999,Racing,Rockstar Games,Edge of Reality,5.5,0.24,0.06,0.0,0.0,0.3,N64
Monsters vs. Aliens,2009,Platform,Activision,Beenox,6.5,0.12,0.03,0.0,0.02,0.17,X360
"Monsters, Inc. Scream Arena",2002,Platform,THQ,Radical Entertainment,3.8,0.29,0.07,0.0,0.01,0.37,GC
Moon,2009,Shooter,Mastiff,Renegade Kid,6.7,0.04,0.0,0.0,0.0,0.05,DS
Moonlighter,2018,Role-Playing,Merge Games,Digital Sun,8.3,0.04,0.0,0.0,0.0,0.04,NS
Mortal Kombat,2011,Fighting,Warner Bros. Interactive,NetherRealm Studios,8.3,1.9100000000000001,0.5,0.0,0.29000000000000004,2.7,PS3
Mortal Kombat (2011),2011,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.5,3.62,0.8500000000000001,0.0,0.55,5.02,PS3
Mortal Kombat vs DC Universe,2008,Fighting,Midway Games,Midway Amusement Games,7.6,3.1,0.52,0.0,0.43,4.04,PS3
Mortal Kombat: Armageddon,2006,Fighting,Midway Games,JGI Entertainment,6.8,1.07,0.06,0.0,0.16,1.29,PS2
Mortal Kombat: Deadly Alliance,2002,Action,Midway Games,Midway,8.2,2.12,0.6,0.0,0.16,2.9000000000000004,GC
Mortal Kombat: Deception,2004,Fighting,Midway Games,Midway Games,7.4,1.62,0.86,0.0,0.27,2.75,Multi_Plateforme
Mortal Kombat: Shaolin Monks,2005,Action,Midway Games,Midway Studios Los Angeles,8.0,0.58,0.02,0.0,0.09,0.69,PS2
Mortal Kombat: Unchained,2006,Fighting,Midway Games,JGI Entertainment,7.0,0.67,0.01,0.0,0.06,0.74,PSP
MotionSports,2010,Sports,Ubisoft,Ubisoft Milan,4.1,0.38,0.25,0.0,0.07,0.69,X360
MotoGP '06,2006,Racing,THQ,Climax Studios,8.3,0.11,0.01,0.0,0.01,0.14,X360
MotoGP '07,2007,Racing,THQ,Climax Studios,7.7,0.23,0.0,0.0,0.02,0.25,X360
MotoGP 08,2008,Racing,Capcom,MileStone Inc.,6.8,0.11,0.2,0.0,0.04,0.35,X360
MotoGP 09/10,2010,Racing,Capcom,Monumental Games,7.0,0.12000000000000001,0.22,0.0,0.06,0.39,PS3
MotoGP 10/11,2011,Racing,Capcom,Monumental Games,6.0,0.04,0.15000000000000002,0.0,0.04,0.23,PS3
MotorStorm,2007,Racing,Sony Computer Entertainment,Evolution Studios,8.2,1.53,1.61,0.06,0.67,3.87,PS3
MotorStorm: Apocalypse,2011,Racing,Sony Computer Entertainment,Evolution Studios,7.6,0.21,0.2,0.0,0.08,0.49,PS3
MotorStorm: Arctic Edge,2009,Racing,Sony Computer Entertainment,Bigbig Studios,7.4,0.23,0.61,0.0,0.55,1.3800000000000001,PS2
MotorStorm: Pacific Rift,2008,Racing,Sony Computer Entertainment,Evolution Studios,8.0,0.43,0.66,0.02,0.25,1.36,PS3
Mount & Blade,2008,Role-Playing,Paradox Interactive,Taleworlds,7.2,0.0,0.02,0.0,0.0,0.02,PC
Mount & Blade: With Fire & Sword,2011,Role-Playing,Paradox Interactive,Snowberry Connection and Sich Studio,6.6,0.0,0.0,0.0,0.0,0.0,PC
Move Fitness,2013,Sports,Sony Computer Entertainment,Sony Computer Entertainment,5.0,0.0,0.17,0.0,0.04,0.21,PS3
Muppet Pinball Mayhem,2002,Misc,NewKidCo,Digital Eclipse,7.9,0.0,0.0,0.0,0.0,0.0,GBA
Muramasa: The Demon Blade,2009,Role-Playing,Ignition Entertainment,Vanillaware,8.0,0.32,0.13,0.11,0.04,0.6,Wii
Musashi: Samurai Legend,2005,Role-Playing,Square Enix,Square Enix,6.9,0.07,0.06,0.0,0.02,0.15,PS2
Mushroom Men: The Spore Wars,2008,Action,SouthPeak Interactive,Red Fly Studio,7.3,0.16,0.01,0.0,0.01,0.18,Wii
Musynx,2018,Music,PM Studios,PM Studios,7.5,0.01,0.0,0.0,0.0,0.01,NS
Mx vs. ATV Reflex,2009,Racing,THQ,Rainbow Studios,7.4,0.52,0.14,0.0,0.06,0.72,X360
My Fitness Coach,2008,Sports,Ubisoft,Ubisoft,7.1,1.18,0.9,0.0,0.24,2.32,Wii
My Spanish Coach,2008,Misc,Ubisoft,Sensory Sweep Studios,7.0,0.12,0.0,0.0,0.01,0.13,PSP
MySims,2007,Simulation,Electronic Arts,EA Redwood Shores,6.7,2.48,2.14,0.12,0.5700000000000001,5.3100000000000005,DS
MySims Agents,2009,Adventure,Electronic Arts,EA Redwood Shores,7.5,0.63,0.32,0.0,0.1,1.05,Wii
MySims SkyHeroes,2010,Action,Electronic Arts,The Sims Studio,6.4,0.16,0.1,0.0,0.03,0.3,Wii
Myst,1995,Adventure,Broderbund,Cyan Worlds,8.9,0.02,2.79,0.0,0.0,2.81,PC
Mystery Case Files: MillionHeir,2008,Adventure,Nintendo,Big Fish Games,7.4,0.75,0.39,0.0,0.12,1.27,DS
Mystery Case Files: The Malgrave Incident,2011,Adventure,Nintendo,Big Fish Games,6.3,0.17,0.13,0.0,0.03,0.33,Wii
Mystery Dungeon: Shiren the Wanderer,2008,Role-Playing,Sega,ChunSoft,7.1,0.17,0.0,0.33,0.02,0.52,DS
Mystic Heroes,2002,Action,KOEI,Koei,6.8,0.03,0.01,0.04,0.0,0.09,GC
N3: Ninety-Nine Nights,2006,Action,Microsoft Game Studios,Q Entertainment / Phantagram,6.3,0.2,0.03,0.05,0.02,0.3,X360
NARC,2005,Shooter,Midway Games,Point of View,5.5,0.32,0.18000000000000002,0.0,0.060000000000000005,0.54,PS2
NASCAR,2006,Racing,EA Sports,EA Tiburon,7.2,0.09,0.0,0.0,0.01,0.1,PSP
NASCAR 09,2008,Racing,EA Sports,EA Tiburon,7.1,0.23,0.0,0.0,0.02,0.25,X360
NASCAR 2011: The Game,2011,Racing,Activision,Eutechnyx,6.0,0.75,0.0,0.0,0.05,0.8,Multi_Plateforme
NASCAR Thunder 2003,2002,Racing,EA Sports,EA Tiburon,8.8,0.24,0.06,0.0,0.01,0.31,GC
NBA,2005,Sports,Sony Computer Entertainment,989 Sports,6.4,0.2,0.0,0.0,0.02,0.21,PSP
NBA 06,2005,Sports,Sony Computer Entertainment,SCE San Diego Studio,7.2,0.2,0.0,0.0,0.02,0.22,PSP
NBA 07,2006,Sports,Sony Computer Entertainment,SCE San Diego Studio,6.9,0.18,0.0,0.0,0.02,0.2,PSP
NBA 08,2007,Sports,Sony Computer Entertainment,SCE San Diego Studio,7.2,0.03,0.0,0.0,0.0,0.03,PSP
NBA 09: The Inside,2008,Sports,Sony Computer Entertainment,SCE San Diego Studio,8.2,0.16,0.0,0.0,0.01,0.17,PSP
NBA 10 The Inside,2009,Sports,Sony Computer Entertainment,SCEA San Diego Studios,6.5,0.07,0.0,0.0,0.01,0.08,PSP
NBA 2K,1999,Sports,Sega,Visual Concepts,8.9,0.0,0.0,0.05,0.0,0.05,DC
